statutory external reporting,2
category corporate sales,2
general ledger account,2
refer,2
skill strong,2
head vp gm,2
intra company,2
quickbooks,2
act rules,2
tight,2
general accounting system,2
loss management,2
service tax income,2
team leader responsible,2
role head,2
section,2
full,2
contract language,2
prior,2
social,2
servicing key,2
finance environment,2
scan,2
pricing compliance,2
colleague,2
propose,2
year end close,2
gfs,2
retail bank,2
work plan,2
electricals,2
conference call,2
hyderabad,2
heads,2
calculations,2
claims collection,2
exp,2
administrate,2
management accounting,2
insurance accounting,2
mba 5,2
vendor settlement,2
track record,2
sec,2
indian tax,2
invoice shipment,2
reliable,2
experience 4,2
ebs scm technical,2
partnership,2
fast paced,2
specifically,2
7am,2
bill processing receive,2
detail oriented,2
verification,2
defined,2
globally,2
energetic,2
reporting activity,2
rca director,2
tds service tax,2
ctc,2
weekly basis,2
role taxation,2
guideline,2
gl fa cm,2
including tax,2
pfe,2
fraud containment,2
access administration,2
promotional,2
end process,2
2015,2
assigned carrier account,2
performing icfr,2
oracle database,2
matrix,2
word power,2
owner,2
mandatory,2
secretary audit,2
efficiently,2
interpersonal skill,2
business requirement ensuring,2
accounts manager,2
move,2
client retention,2
talent acquisition,2
tax company secretary,2
information balance,2
qtr,2
operative,2
claims research,2
cm,2
cpa mba 5,2
cf,2
allocated,2
ls,2
c3,2
operational risk,2
site,2
vp,2
ca mba pgdm,2
sfas 91,2
issue research,2
cenvat credit rules,2
accountant cpa,2
web,2
checking,2
ensuring compliance,2
supervise,2
control issue,2
industry banking,2
commitment,2
excellent communication skill,2
valuation,2
manager financial,2
executive level,2
gl fa,2
mca,2
desirable,2
scm technical tf,2
transportation operations,2
damage claim,2
transfer pricing compliance,2
verify,2
trusted,2
accounting practice,2
versus,2
manager senior,2
ad hoc project,2
critical issue,2
hand notices,2
escalation,2
accounts finance tax,2
strong technical,2
historical,2
reporting requirement,2
finance functional,2
excel tally,2
onshore finance,2
budget profit,2
minimum 5,2
minimum 2,2
gaap ifrs,2
ensure smooth,2
ds,2
coe,2
wider,2
senior manager,2
lac 50 thousand,2
duties,2
category corporate,2
comfortable,2
ebs scm,2
strategic account planning,2
word power point,2
transaction processing,2
pgdm ca,2
ad hoc report,2
trained,2
denied,2
banker,2
cross functional,2
diligence,2
markets,2
maximum,2
scm technical,2
post launch,2
legal matter,2
interested,2
paced,2
statutory external,2
liability,2
ascertaining,2
forecasting financial,2
tax audit li,2
sheet reconciliation,2
basic understanding,2
topic,2
taxation direct manager,2
forms,2
client servicing,2
purchase order,2
discuss,2
good problem,2
pg ca icwa,2
hoc project,2
profile education,2
alm qc tool,2
10 year,2
obligation,2
directly,2
tax laws,2
size,2
professionals,2
tds rule,2
form,2
servicing key account,2
online,2
objective,2
billing payment,2
strong li,2
typically,2
upgrade,2
reputed,2
job profile,2
outstanding client service,2
financial performance,2
rwa,2
day accounting,2
payable business units,2
accounting skill,2
long term,2
inquiry,2
hunter,2
payable transportation,2
analytics support,2
valuable,2
real,2
listening,2
benefit,2
risk exposure,2
duration,2
ca cpa mba,2
audit preparation,2
hire,2
education ug,2
legal entity,2
high priority request,2
building,2
finance executive,2
service related,2
deadline,2
corrective action,2
technical accounting,2
enhancement,2
regulation policy,2
sr executive freight,2
shortage issue,2
takes,2
supplementary data,2
producing,2
process reconciliation,2
vat excise,2
fa,2
banks,2
systems,2
motivated,2
develops,2
fully,2
focus database,2
real estate,2
functional area accounts,2
launch,2
assigned client,2
continuous monitoring system,2
revenue growth,2
getter,2
build understanding,2
experienced,2
management tool,2
culture,2
internal external,2
tds service,2
clerk,2
missing,2
leader responsible,2
minimum 2 year,2
ensuring bau,2
category financial,2
generating,2
quickbooks ms excel,2
requirement ensuring,2
stores super,2
modification,2
tally quickbooks,2
financial analyst,2
inventory management,2
submission,2
creation,2
exceeding,2
run,2
step,2
soft,2
simulation,2
analyze financial statement,2
customer orientation,2
process cycle,2
accountability,2
book keeping,2
similar,2
structure,2
business process,2
depth,2
accounting taxation,2
monthly basis,2
finance budgeting manager,2
exception freight,2
gm,2
banking review,2
3 year experience,2
hedge fund,2
ledger account payable,2
role business,2
benchmark,2
project management,2
o2c,2
claim information,2
technical skills,2
issuing tds certificate,2
performs,2
university,2
role head vp,2
seniors,2
area accounts finance,2
ca icwa cma,2
times,2
final,2
stress,2
tax income tax,2
exhibit,2
fixed assets,2
purchasing,2
issuing,2
icfr,2
past due bill,2
achieve,2
tax vat excise,2
balance due,2
review process,2
monitoring system,2
owns,2
assigned carrier,2
incumbent,2
coordination,2
verbal communication,2
periodic mis,2
full substantiation,2
payments,2
backlog,2
location chennai,2
capital management,2
technical accounting skill,2
support process,2
recognized,2
account payable account,2
articulate,2
accounts payable business,2
centers stores,2
central team,2
rahul,2
hoc report,2
mba 5 year,2
calculate,2
tax income,2
priority request,2
implemented,2
integrity,2
economics,2
control audit,2
ca inter,2
desired profile,2
recommend,2
posting,2
shop floor,2
reconciles,2
mba pgdm ca,2
ensure accurate,2
control framework,2
taxation direct,2
job title,2
50 thousand,2
sfas,2
good oral,2
thereon,2
grade,2
consistent,2
lower,2
target corporation,2
reactive,2
regular,2
report including,2
consumer,2
role client,2
audit li,2
bau,2
people development,2
incorporating,2
subject,2
modeling,2
interest,2
ir,2
weekly reporting,2
role accounts executive,2
customerrsquos business,2
supervisory,2
total,2
processing receive research,2
support process improvement,2
external reporting,2
payable team,2
prioritization,2
overdue,2
branches,2
retention,2
ites,2
dealing,2
finance tax,2
business partner,2
ledger account,2
manager manager internal,2
institute,2
estate,2
making ability,2
guarantee,2
contribute,2
journals,2
substantive testing,2
key responsibilities,2
workload,2
capital market,2
lac,2
language,2
office ms,2
local country,2
paid,2
complaints,2
ap ar gl,2
shop,2
secondary,2
communicates,2
executive freight,2
customer relationship,2
maintained,2
skill written,2
compile,2
periodic mis report,2
pay,2
receivable team leader,2
oil,2
substantive,2
due bill processing,2
aspect,2
industry electricals,2
stay current,2
keyskills financial,2
critical,2
helping,2
practical,2
banking accounting,2
due diligence,2
ebs finance functional,2
customerrsquos business strategy,2
pacman,2
personnel,2
important,2
ledger accounting,2
assets,2
corporate sales,2
influencing skill,2
key account manager,2
key control,2
applicable,2
onshore,2
tax provision,2
stores super valu,2
internal customer,2
eye,2
system report,2
current process,2
distribution centers stores,2
payable team leader,2
industrial,2
qc tool,2
25,2
epom,2
energy,2
hard,2
thing,2
funding,2
risk management tool,2
recording,2
significant,2
mba pgdm finance,2
key player,2
service oriented,2
inter company reconciliation,2
expert,2
month end activity,2
gas,2
financial accountant,2
solid,2
unearned,2
alignment,2
source,2
ms office ms,2
integration,2
tax company,2
sr associate,2
settlement work,2
gl accounting,2
business requirement,2
supplementary,2
head vp,2
prepares,2
provident fund,2
starter,2
leveraging,2
sales marketing,2
proof,2
train,2
ca cpa,2
iic,2
month end closing,2
chief,2
jira,2
ll,2
wait times,2
manager finance,2
onshore finance team,2
assigned country,2
electricals switchgears,2
maintain excellent,2
25 00,2
completed,2
tax related,2
required tally,2
resolve shortage,2
controls,2
high priority,2
client servicing key,2
ms word,2
tax consultant,2
audits,2
liaise,2
taking,2
passing,2
indicators,2
experience required,2
multi,2
productivity,2
life cycle,2
auto,2
finance team,2
recommending,2
branch service related,2
broking,2
success,2
financial report including,2
works,2
accounts payable transportation,2
authority,2
notices,2
shift timings,2
periodically,2
actual,2
industry electricals switchgears,2
brand,2
organizational analytical,2
00 pm,2
limited,2
loss management auditing,2
reasoning,2
mentor,2
tally quickbooks ms,2
resolve claim,2
5 year experience,2
develop strong,2
robust analytical procedure,2
prioritizing,2
interpretation,2
consolidated financial statement,2
writing,2
industry trend,2
filling,2
small,2
decision making ability,2
relations,2
formulate,2
perspective,2
solutions,2
institution,2
excellent knowledge,2
carrier account,2
detection,2
capacity,2
daily monthly,2
pg ca mba,2
fa cm,2
referral,2
communication skill written,2
conference,2
dells,2
dept,2
payable account receivable,2
prioritize,2
50,2
booking,2
night,2
sec standard,2
existing client,2
achieving,2
turnover,2
open claim,2
setting,2
analytical procedure,2
collaborative,2
crore,2
sql,2
quickbooks ms,2
voucher,2
nationalized,2
timings,2
audit role,2
cf os,2
determine validity,2
role client servicing,2
minimal supervision,2
customer engagement,2
organisation,2
coordinates,2
leadership skill,2
populated,2
divisional,2
receive research,2
proactive identification,2
returns,2
population,2
wide,2
monthly account,2
medium,2
outstanding client,2
supporting data,2
income auditor,2
role chartered accountant,2
service tax vat,2
compliances,2
relationship management,2
region,2
approval,2
cpa mba,2
fmcs,2
shifts,2
manager financial planning,2
supplementary data pack,2
stock accounting,2
lac 50,2
budgetary,2
tds certificate,2
diverse range,2
om,2
os,2
good problem solving,2
applying,2
finance tax company,2
6 year,2
provide comprehensive,2
intra,2
activities,2
switchgears,2
00 00,2
processing receive,2
functioning,2
vp gm,2
revenue impacting,2
developed,2
skills required tally,2
unearned account,2
data pack,2
cenvat credit,2
direct manager,2
generate,2
timely settlement,2
company policy,2
interact,2
store,2
role category financial,2
instruction,2
task li,2
responsibilities strong,2
transactional,2
account planning,2
obtain,2
wider finance,2
intelligence,2
role sales,2
senior level,2
strong relationship,2
attention,2
budgeting manager,2
matrixed,2
excel spreadsheet,2
pl,2
pm,2
aging report,2
negotiate,2
cash management,2
information provided,2
complaint,2
financial institute,2
microsoft office,2
information balance sheet,2
long,2
ensure adherence,2
ar gl fa,2
adjustment,2
issues,2
accounting knowledge,2
category retail,2
balance sheet reconciliation,2
holistic elsevier,2
experience ba,2
mis reporting,2
area accounts,2
resolve claim issue,2
end activity,2
stream,2
finance function,2
calculation,2
power point,2
generally accepted,2
payable business,2
closely,2
whilst,2
superior,2
permanent,2
material,2
impacting adjustment,2
ap ar,2
service related activity,2
integrated,2
commerce graduate,2
provident,2
tracking key,2
postgraduate,2
required tally quickbooks,2
user access,2
agency,2
accountants,2
strong understanding,2
coordinating,2
credit risk,2
experience ba bs,2
view,2
robust analytical,2
financial analysis financial,2
pgdm finance,2
responds,2
agreements,2
identify trend,2
profit loss,2
carrier claim,2
present,2
related issue,2
english,2
accounts receivable team,2
issuing tds,2
provisions,2
employment,2
hard copy,2
generally accepted accounting,2
role finance budgeting,2
2 year experience,2
company financial,2
improving,2
role chartered,2
exception freight bill,1
build maintain,1
report identify trend,1
country controllers feeder,1
general ledger sr,1
bank charge interest,1
activity bank reconcillation,1
business product,1
cobit,1
eligible,1
regional account,1
central view,1
systems c3,1
collate,1
strong experience,1
branch manager,1
narrative providing,1
delegating high priority,1
presentation skill fluency,1
dell,1
industry pharma,1
versus vendor liability,1
line offering andbring,1
bringing,1
activity liaison,1
delegated task,1
input write,1
receivable accounts,1
track receivables,1
timely basis,1
industry banking financial,1
report including consolidated,1
experience core accounting,1
communication skill demonstrated,1
fire authority,1
enhance key relationship,1
charter,1
financial market stock,1
ensure outstanding client,1
cost analysis,1
distribution center store,1
claim responsible,1
specification participate,1
theory,1
satisfaction level,1
role category system,1
good eye,1
accounting proficient,1
consulting attribute,1
gat india director,1
job role financial,1
report audit,1
specialist,1
expense revenue,1
erm standard,1
reporter,1
update standard relating,1
level position based,1
tax indirect,1
reported,1
inexes wait,1
virtual team,1
work appropriately,1
paced professional service,1
drive sale,1
keyskills general accounting,1
delegating high,1
classification,1
minimum direct,1
branch team,1
customer lifecycle,1
replace,1
kpi metric high,1
treatment waste management,1
consultative approach ensuring,1
executing client,1
derivatives,1
ensure client,1
sheet ensuring,1
orientated person,1
tool outlook,1
service provider freight,1
care,1
reduce denied claim,1
prioritize work,1
mis capital,1
back office web,1
paper documentation,1
banking capital,1
99,1
partial revaluation,1
correct anomaly,1
complex theory,1
2 4 year,1
sox audit performing,1
independent auditor,1
good interpersonal skill,1
reconcile assigned,1
locker,1
60 days,1
fraud risk,1
analyis provided,1
experience ca,1
order financial,1
reg accounting auditing,1
monthly open claim,1
hyatt,1
grade band,1
sap fico,1
exceed client,1
law enforcement,1
input credit,1
sfdc sap oracle,1
required ca icwa,1
client impacting work,1
assigned special task,1
provincial,1
services stock,1
improvement ensuring bau,1
thereunder cenvat,1
internal statutory vat,1
individual backlog,1
annual financial statement,1
100 500,1
accounting softwares,1
role requirements,1
vi vi industry,1
revenue generation process,1
monthly statutory payment,1
work productively,1
attempt payment,1
report review,1
verification locker,1
cab facility,1
business transfer pricing,1
locker operation dp,1
accounting supervisor,1
group consumer,1
education knowledge skills,1
gl review,1
compliance task li,1
expenditure accounting,1
organization manpower,1
filing tax return,1
corporate office,1
gross margin profitability,1
budget planning annual,1
processing transport,1
office tool proactive,1
corporate tax,1
years supervisory,1
transformation gat,1
internal control,1
segment country industry,1
accurate timely completion,1
portfolio vi,1
international matrixed,1
income expense,1
research distribution center,1
control implementation,1
tax timely deposit,1
written report setting,1
chartered accountant cpa,1
incoming freight bill,1
result areas,1
consolidation sale,1
tax compliances,1
branch implementation,1
designation team member,1
transportation operations marketing,1
management mis budget,1
framework rule,1
labor related issue,1
arora,1
series,1
cash flow modeling,1
tracks receivables,1
excel tally 9,1
anomalous epe,1
identify competitor price,1
fortnight,1
learning learning,1
process create product,1
pricing analytics,1
management concept,1
entry analysis reconciliation,1
rr,1
iia,1
team working directly,1
6 years,1
ra,1
sme,1
fmcs pacman lawson,1
compliance checklist,1
branch reconciliation,1
managerial,1
accounts section,1
enhance,1
balance brs month,1
provide accurate financial,1
writing skill,1
budget preparation profit,1
qualified ca cma,1
industry construction engineering,1
hyderabad chennai,1
thereon country,1
including competitive pay,1
dept good,1
accounting indirect tax,1
verify validate,1
payment including fmcs,1
learning agility,1
prepare journal,1
maintains current working,1
units determine,1
administration financial,1
includes 1x1,1
experience chartered,1
management protects,1
branch admin,1
payable issues monthly,1
protects business,1
services banking investments,1
ranging,1
transmittal,1
monthly service,1
skill strong analytical,1
expand executive,1
restaurants airlines railways,1
standard law,1
work product,1
routinely communicate,1
performance improvement,1
verbal written,1
order management governance,1
written report,1
joint venture hellip,1
domain expertise,1
global business,1
office tool outlook,1
description business department,1
excel word power,1
manage risk appropriately,1
control unit,1
hedge fund industry,1
entail,1
willingness,1
sector organization youll,1
dash board,1
transaction system,1
experience qualified accountant,1
financial information populated,1
monthly bank statement,1
recommended,1
amonth end,1
expense schedule,1
tax act,1
object,1
claim research,1
develop training documentation,1
voucher verification,1
letter,1
action identified,1
limited review ifrs,1
dependable works collaboratively,1
subsidiary account,1
intelligence responsible,1
regulatory issue,1
deputy manager,1
financial process including,1
lpo,1
capacity plan,1
ctc offered,1
engagement plan,1
lpa,1
procedures industry,1
closing communication,1
receivable account,1
managing branch service,1
key business,1
banking closing,1
shoot issue,1
discuss specific vendor,1
channel sale team,1
quarterly remittance,1
bulk recruitment,1
holder,1
demonstrated knowledge,1
units asset protection,1
engagement helping major,1
review balance sheetpreparation,1
budget planning,1
region staff,1
manner monitor,1
fund training,1
class graduate,1
mid senior level,1
accordance,1
summarizing account information,1
competitive pay,1
client internal,1
inexes wait times,1
dedicated bnpp,1
respond,1
leasing,1
dp operation branch,1
timely processing,1
sensitivity,1
cost effective talent,1
office software,1
oriented enthusiastic solutions,1
electricals switchgears functional,1
eligible team,1
accurate processing,1
bsp process,1
payable bill,1
review monthly aging,1
comprehensive tax solution,1
commerce degree,1
consumer unit,1
conceptual,1
existing client identifies,1
global process,1
dormant suspense account,1
nationwide,1
customer service,1
preparing financial,1
productivity norm set,1
query notice,1
contact customer,1
target transportation,1
credit note,1
periodical review,1
revenue analytics,1
entry including,1
paper flow coordinate,1
master circular,1
prior experience,1
login,1
shift timing open,1
plan driving,1
maintaining recording renewal,1
esic,1
technology partner,1
fraud detection analyze,1
organisational,1
financial analysis preparation,1
establishment branch,1
finance operations team,1
providing subject,1
balance sheet pn,1
periodically ledger,1
