KEYWORD,SCORE
presentation skill negotiation skills convincing skills,25.67357293868922
business units products expense categories,25.516483516483515
documentation post recruitment handle joining formality,25.482905982905983
internal audit compliance testing rbi inspection,25.472954545454545
gat rca director stakeholders include finance,25.413888888888888
role category accounts role chartered accountant,25.404073569164012
professionally managed service oriented entity,25.236363636363635
service line offering andbring potential opportunity,25.21969696969697
ge prepare transfer pricing documentation work plan,25.138611111111114
business cf os corporate car reporting,25.130750605326874
pg mba pgdm hr industrial relations,25.056437482478273
banker auditor company secretary,25.008281573498962
outward clearing electronic clearance remittances,25.0
monte carlo taylor series approximation,25.0
market leading global network youll gain,24.98888888888889
business leader globally specifically services organization,24.97435064935065
acc accounts payable account management,24.92254891983644
sox audit performing icfr substantive testing,24.90666666666667
reconcile monthly account receivable,24.79535864978903
oracle application expense revenue accrual allocation,24.723352962826645
consultant iic tax indirect tax,24.70376712328767
technology vendor lan team branch team,24.619367588932807
documentation receive open collate count,24.58974358974359
role category system design implementation erp crm,24.580153044123634
providing holistic manpower planning solution suited,24.53529411764706
industry construction engineering cement metals,24.526954177897576
largest private sector bank ha,24.5
ms excel pivot table lookup,24.48168498168498
internal process marketing sale promotional material,24.357253086419753
commerce dot coms web solutions,24.333333333333332
loan origination expense deferral sfas 91,24.23076923076923
business analyst management accounting systems c3,24.22532314021676
fema rbi company secretarial compliance,24.14069264069264
identify competitor price change perform analysis,23.860913596207713
function group branch service central team,23.85703381286905
monthly preparing commission invoice share mail,23.799999999999997
tax reporting requirement insurance report,23.750456295822254
service provider freight bill communicate issue,23.74817762882279
analyze inter company transaction ensure,23.731382343147047
select mid senior level position based,23.677793000373647
indian tax laws companies act,23.5310502283105
forecasting efficiency revenue variance,23.520614035087718
general ledger accounting record,23.48703920193282
role head vp gm accounts,23.34448223733938
associate finance accounts receivable,23.300170068027214
pc experience excel outlook word,23.292750415052573
identify shortage trend prepare backup information,23.18037518037518
industry industrial products heavy machinery,23.169811320754718
handling payroll process including tax compliance,23.14690721083415
balance sheet statutory audit,23.037708557107052
strategic account plan driving active engagement,23.028691983122364
daily weekly monthly quarterly report related,23.02326203208556
industry banking financial services broking,22.996912463629368
accounting tally accounts accounts executive,22.991115063046497
statutory compliance reg accounting auditing,22.830411618989444
industry pharma biotech clinical research,22.794811320754718
real estate advisory financial consultancy,22.69296788482835
record incoming freight bill volume,22.690143190143193
analyst iic ras internal audit,22.677500000000002
accounts receivable team leader responsible,22.674813156930522
proprietary credit risk management tool,22.65340909090909
transportation service providers claim staff,22.640958456747928
confirm suspect fraud conceptualize champion,22.566666666666666
industry water treatment waste management,22.538498189441587
service tax vat excise,22.406807804068077
database query tool ms excel,22.377518315018317
transactional flow adaptable flexible open,22.293206793206792
consultative approach ensuring solution meet customer,22.10755350920856
trend possess good drafting presentation,22.050203527815466
distribution centers stores target,22.05
resolve claim issue compile claim information,21.994155262300424
prepare financial statement including monthly,21.92312661498708
role category retail personal banking,21.845092995476627
analytics team delivers continuous monitoring system,21.825107259889872
prepare financial report including profit,21.79804581343569
role client servicing key account manager,21.793878278308654
actively open door identify contact,21.723076923076924
execute business plan implement key deliverable,21.665815295815293
automated audit project management software,21.65847041847042
manager accounting reporting bangalore uk shift,21.636071525541414
sale banking review lc bg,21.6308610400682
proper expenditure coding document processing,21.61904761904762
role finance budgeting manager,21.54052429052429
area prime market location,21.525
interview date 23rd july 2015 thursday,21.5
manage detail corrective action tackling issue,21.488978494623655
report finalization ofaccounts intercompany accounting,21.423863162286192
role category hr recruitment ir,21.421499197969787
line backup paper documentation bills,21.416666666666668
pan india level processing advance payment,21.415915915915917
general ledger sr associate,21.369642857142857
subsidiaries cash flow modeling,21.267857142857142
business product risk operation collection,21.216321601104212
accounts receivable team leader,21.212126589766342
service legal agreements includes reconciliation,21.168030303030303
quarterly fixed asset review,21.159833630421865
legal entity lowersquos india pvt,21.113888888888887
generate personal loan salaried business,21.085714285714285
maintain general accounting system policy,21.06540750030112
strong problem solving ability analytical skill,21.04719202898551
journal entry analysis reconciliation,21.03607843137255
resolve internal customer inquiry manages,20.908163265306122
stock accounting sales tax,20.88915170130559
office location banerghatta road bangalore,20.88157894736842
ensure ge global transfer pricing compliance,20.84305555555556
accounts payable team leader responsible,20.84147982359719
client budget system baccarat cristal,20.838141025641026
good analytical skills sap fico,20.761421815341894
inter company transaction maintain,20.556836888601595
oracle corporation directs staff activity,20.52857142857143
role category accounts executive accountant,20.450447674361648
bos hs daily capacity plan,20.424242424242422
legal entity balance sheet,20.408673469387754
ebs scm technical tf,20.404761904761905
manage database report information overload,20.398395721925134
daily monthly exposure analysis pack,20.382225617519737
business operation including revenue,20.378947368421052
life insurance coverage gratuity,20.357142857142858
general computer operation li,20.348809523809525
branch dst channel allocated appointed,20.295454545454547
payment deal note confirmation letter,20.243243243243242
service provider verify shipment history,20.236363636363635
year end close audit preparation,20.23081854964208
fund administration financial reporting background,20.200702617139353
handling sale order transaction ensuring compliance,20.179648710925612
transportation service providers shortage,20.125085440874916
damage receiving exception forwarded,20.0
performing sox mar testing engagement,20.0
interco transaction gl accounting,19.914059240717563
tax audit including preparation,19.822372979633254
periodic mis report highlight exception,19.811274509803923
investment banking capital market client,19.79525269416574
pre post launch analyis provided,19.711111111111112
industry strategy management consulting firms,19.705164856108254
balance sheet statement review,19.66546618647459
producing ad hoc report,19.619607843137256
internal statutory vat audit,19.56426236044657
identify understand evaluate organization manpower requirement,19.525
gas energy power infrastructure,19.5
ha min 1 yr exp supervising,19.5
exception freight bill analysis responsible,19.48993382970556
corporate tax transfer pricing coe,19.43759784735812
month end close process,19.433210643355572
financials includes billing payment profitability,19.425294525294525
role sales business development manager,19.424529174529177
tax legal compliance executive lead,19.41163549271929
accounts payable team leader,19.37879325643301
global assurance transformation gat team,19.37584541062802
overdue collections revenue generation process,19.290367121507472
role category finance audit,19.289704326174913
review expense report ensure adherence,19.284334293157823
company legal document agreement,19.27261904761905
transportation service providers declination,19.267942583732058
generation issuing tds certificate,19.258333333333333
accounts payable transportation liaison,19.2234156820623
gat related initiative specifically related,19.210526315789473
database perform industry analysis understand,19.181365942603456
develop implement internal audit activity,19.11723063973064
process iso 9001 200 quality management system,19.073055339722007
customs issues pertaining,19.05
gain valuable wide ranging experience,19.04916067146283
departmental correspondence invoice report remittance,19.04579831932773
resolve related revenue inquiry assist,19.036685463659147
timely month end close,19.02421024510786
ms office ms excel,19.018025833815308
reconciliation account record report,18.913940851900644
sr executive accounts finance,18.91168967587035
freight charge maintain excellent verbal,18.865714285714283
understand credit risk exposure valuation,18.84722222222222
fixed asset accounting,18.83859875349237
journal funding transfer,18.7875
general ledger including,18.771428571428572
claims receivable account,18.745358649789033
prepare client presentation information memorandum,18.744560994560995
key skills excellent communication skill,18.740769153327292
service financials budget billing payment,18.72415816165816
key month end process,18.719877310022238
claims research review shortage,18.711554621848737
preferred post graduate mba ca,18.6800520679831
good inter personal skill,18.6795741571861
tds rule invoicing collection,18.67142857142857
materially accurate balance sheet,18.621173469387756
certified public accountant cpa,18.593220338983052
experience ca cpa mba 5 year,18.574528643585367
commerce pg ca icwa cma,18.570244795854553
indirect tax service professional,18.55074719800747
role company secretary,18.51092707614447
assigned carrier account identify trend,18.50382098209037
reconciles monthly bank statement,18.452380952380953
supplier customer auditor tax consultant,18.447546826949957
role involves strong analytical skill,18.429382986176464
pg cs icwa cma ca,18.403578129187885
fresh qualified ca cma exposure,18.402680652680655
role treasury operations manager,18.4016354016354
period return filing including issuance,18.3991341991342
pg ca mba pgdm finance,18.38336055940135
risk management protects business performance,18.348845598845596
influencing skill basis logic inference,18.337878787878786
analyzing key performance driver present finding,18.25888888888889
accurately prepare carrier claim documentation,18.200292397660817
desired candidate profile education ug,18.146819280441132
quarterly annual tax provision,18.122366754921146
consistent manner communicate problem issue,18.12231182795699
customer transaction exception complex query,18.11796718687475
past due bill based,18.116883116883116
investments duration modified duration,18.1
sap accounting package continues,18.070921985815602
strong project program management skill,18.06774578078926
carrier versus vendor liability,18.044736842105266
ensure outstanding client service team,18.035557920340526
independently creates core task processing,18.014705882352942
user access creation deletion modification,18.0
hire fire authority demonstrated leadership,17.958333333333336
mis reporting key performance standards,17.901544256120527
end operating expenditure accounting,17.809017223910843
lead ad hoc project,17.806349206349207
senior executive transportation claims,17.786512533706183
retail branch banking review,17.736921646128806
carrier relations maintain excellent relation,17.674736842105265
industry electricals switchgears,17.669811320754718
required debit credit note,17.65277777777778
billing sales outstanding payment,17.563756063756063
business controls retail bank,17.51298701298701
service tax compliance assessment,17.512868410128682
generally accepted accounting procedure gaap,17.504255319148935
invoice shipment upcoming payment date,17.443243243243245
initiative including daily call,17.432387787650946
balance sheet reconciliation,17.423673469387758
client profitability tool c3,17.39519230769231
0 2 year experience ba bs degree,17.336641817767507
fast paced professional service environment,17.32601880877743
resolve open claim research,17.30502136752137
indian tds rule 26as,17.3
pay freight bill responsible,17.29385539833301
role category retail sales,17.264156540627127
resolving query open item,17.256410256410255
write offs negotiation receive,17.234848484848484
share market insight intel,17.233333333333334
aging report analysis receive,17.215686274509807
statutory compliance ensure vendor payment,17.140611664295875
audit committee senior management,17.097934180514827
provide comprehensive tax solution ability,17.090790488050764
financial accounting system tally,17.03838620764029
performance management accounting concept methodology,17.036831076724695
branch service related activity,17.031818181818185
mid size company preferably,17.02857142857143
record verification,17.025641025641026
industry real estate property,17.00314465408805
preparing vendor settlement vendor payment,17.001576576576575
avoid additional storage charge,17.0
financial reporting sr analyst,16.97550420444094
tax legal compliance executive,16.96719104827485
behavioral personality specifications required,16.944444444444446
key project process performance adherence,16.940546737213403
experience export import sector experience,16.931654676258994
reasonable post qualification experience gained,16.92950255180471
changed regulation including modification,16.92857142857143
fraud trend intelligence responsible,16.86268656716418
assistant manager financial planning,16.802508670839725
customerrsquos business strategy ensures alignment,16.785714285714285
generating maximum potential business,16.785714285714285
income tax return li,16.77423204649232
business operation recommending efficiency,16.752380952380953
month end accounting,16.75104620941809
call rahul 09163354562 email cv,16.75
audit risk management overview,16.747575757575756
skill general ledger,16.711688311688313
analyze financial statement experience working,16.70034958054994
learn dells audit framework,16.67939393939394
purchase sale transaction,16.676470588235293
ms office software suite,16.657552973342447
flexible conscientious detail oriented ability,16.63939393939394
capital market clients domain,16.625
specialization finance ca icwa,16.5971094123268
carrier edi document information,16.59257233994076
revenue impacting adjustment develop manage,16.567703982177665
reconciles general ledger,16.557142857142857
correct statutory external reporting,16.506690454950938
balance sheet profit,16.491365777080063
marketing stores purchasing,16.46666666666667
tracking key service parameter,16.456363636363637
job description desired candidate profile,16.430910977320554
role accounts executive accountant,16.403388850832236
similar profile team leading experience,16.396400881145222
inter company process,16.38678605345272
balance sheet analysis,16.379751900760304
ca cpa mba 5 year,16.358701305455867
carrier document claim information,16.337016784385206
business operation orientated person,16.335714285714285
role category corporate sales,16.322598099068685
post launch plan analysis,16.30718954248366
sfdc sap oracle fusion,16.3
handling statutory internal audit,16.291535087719296
account payable bill,16.25747986191024
opex team lead team manager,16.239569609134826
generally accepted accounting principles,16.23758865248227
bca computers llb law,16.2
verbal communication skill demonstrated knowledge,16.18156525122817
central governance activity liaison,16.146153846153847
balance sheet account,16.14569878584345
role category financial accountant,16.1216068357006
financial reporting ifrsusgaapus gaap,16.104670871107608
company consolidated financial,16.073920265780732
ms office tool proactive,16.073840852130328
vat service tax,16.073474470734745
compliance tax return calculations,16.028019925280198
account opening related exception,16.012025316455695
ctc offered 2 20 lpa fresher,16.0
risk engagement globally youll,15.972222222222221
evaluate pricing proposal based,15.966666666666667
nre fcra account kyc,15.962025316455696
understand stress testing concept application,15.946969696969697
managing key finance deliverable,15.906324786324786
pg ca icwa cma,15.903578129187885
independent requiring minimal supervision,15.9
role category card products,15.883037659508247
tax life cycle,15.87866927592955
target transportation tts edi,15.83157894736842
month end activity,15.81345755693582
accounts payable system,15.809785452642597
establish maintain strategic recruitment process,15.788214624881292
account bank reconciliation,15.702025316455696
inter company reconciliations,15.7003663003663
operational permanent control framework,15.694295900178254
max ctc industry hike,15.669811320754718
industry medical healthcare hospitals,15.669811320754718
industry fmcg foods beverage,15.669811320754718
expenditure trend financial commitment,15.645348837209301
prepare financial management report,15.644754660144537
client retention contract negotiation implementation,15.640755078255077
senior management provide analytics support,15.591827737937795
operational performance trend historical,15.555555555555555
good problem solving skill,15.549445952057892
investment banking domain analysis,15.50863881784598
prepares financial report mis,15.49829001367989
preferred industry domain experience,15.485638658884215
class leading internal audit,15.444166666666666
account assistant account manager,15.434151643012402
sr associate product mgmt,15.39945652173913
development activity remain focused,15.394444444444444
review monthly aging report,15.382352941176471
maintain financial data base,15.380521251002406
role sales executive officer,15.372177931001461
support process improvement ensuring bau,15.369548274908723
time gl closure,15.366666666666667
finance operations team,15.36473429951691
problem solving skill energetic,15.362878787878786
transportation service providers,15.267942583732058
day accounting financial management,15.25162435837844
strong technical accounting skill,15.246171374108469
client internal methodology work plan,15.24352564102564
executive sr executive recruitment,15.24066742081448
report identify trend problem,15.227941176470587
short term expectations 30 days,15.222222222222221
medium term expectations 60 days,15.222222222222221
long term expectations 90 days,15.222222222222221
accounts dept good written,15.204874487108276
end data flow,15.20279146141215
balance sheet amortization,15.183673469387756
balance sheet consolidation,15.183673469387756
journal entry related,15.149999999999999
large expatriate employee population,15.133333333333333
centrally leading initiative related,15.12719298245614
loss damage claim stay current,15.116666666666667
onshore finance team ensuring,15.11134676564157
10 00 pm cab facility provided,15.1
sr executive freight payment,15.098810470134
role taxation direct manager,15.097931697931699
role business alliances manager,15.076238576238577
role category senior management,15.074305173356406
pg mba pgdm finance,15.056437482478273
passing accounting entry li,15.029255319148936
refine extant guideline fpr,15.0
daily monthly periodic basis,14.982575757575756
partial revaluation risk calculator,14.972222222222221
job description business department objectives,14.953879453879454
role associate senior associate,14.908559481140125
inventory accounting stock,14.904255319148934
important good communication skill,14.888731666343606
role requires excellent communication,14.883597883597883
public sector organization youll,14.875
ad hoc basis,14.866666666666667
tax audit li,14.862716894977167
assigned engagement analysis interpretation,14.843137254901961
general accounting function,14.83683677278302
sales operation organization,14.828846153846154
potentially highly political negotiation,14.818181818181818
cenvat ledger,14.8
audit area scope,14.781666666666666
discus basic technical issue,14.777073732718893
manufacturing company setup,14.761904761904763
position title assistant manager,14.74819624819625
maintaining internal financial control,14.726639686882505
capturing wastages processing loss,14.722222222222221
target corporation receipt file,14.714285714285715
prepare journal entry,14.71111111111111
corrective action identified cap,14.7
target corporations contract carrier,14.680451127819548
strong communication skill written,14.661243786051969
data good analytical skill,14.652535032517664
requested discuss specific vendor,14.65
finalise financial statements,14.645348837209301
industry education teaching training,14.643724364232977
business group consumer banking,14.620496894409937
lean technique ensuring bau,14.619628339140537
executing client related engagement,14.607692307692307
enhance key relationship influencing,14.602456140350876
develop opinion paper relating,14.601851851851851
backup training cross train,14.600000000000001
reconciling exception freight invoice,14.585714285714285
balance sheet reconciliations,14.583673469387756
minimum 4 8 year professional experience required,14.575958057083746
financial report audit,14.571623347013222
functional area,14.570652173913043
edi review information provided,14.541532976827094
executes financial planning process,14.521684556682276
develop jet airways reaction,14.518518518518519
delegating high priority request,14.516339869281044
month end activities,14.513457556935819
fostering strong customer relationship,14.506561434642506
indicative exposure till incorrect,14.5
proactive fraud detection analyze,14.5
assistant manager transfer pricing,14.497601010101011
senior analyst role ic1,14.49189281447346
business transfer pricing leader,14.473214285714285
large public accounting firm,14.470921985815604
analysis reports provided,14.462745098039216
finance business requirement ensuring,14.460104529616725
indirect tax compliance,14.45983810709838
develop training documentation research,14.443518518518518
secondary skills finance,14.418604651162791
assistant risk management reporter,14.396464646464647
sr executive freight payments,14.355567226890756
specific skills commerce graduate,14.344530577088717
tax provision accounting,14.330543642697533
company matters reporting,14.321226795803067
sustaining effective service level,14.320147420147421
actuals revenue site analysis,14.2750257997936
taxation statutory audit,14.261442495126705
working knowledge sox audit,14.189526535227191
managing internal external examination,14.16826923076923
sales tax return,14.136411533671808
work purview allocation canbe,14.123333333333333
insurance accounting mm,14.094731509625127
strong business application skill,14.086504799548278
financial system including,14.077583269443736
cross functional training,14.045652173913044
producing detailed financial model,14.045348837209303
process including reconciliation,14.040705467372135
resolve delivery issue communicate,14.040203984819733
insurance understanding preferred,14.04006968641115
developed conflict management skill,14.023232323232323
income tax matter,14.021526418786692
head finance accounts,14.008503401360544
industry benchmarking social medium,14.00314465408805
store team member,13.999237223493518
excellent managerial organizational analytical,13.989583333333334
company financial position,13.978682170542635
financial control function desirable,13.975689394484844
revenue accounting supervisor fin,13.966536020903321
business related area,13.960714285714285
routinely communicate business unit,13.928571428571427
tax related analysis,13.910461993016384
industry accounting finance,13.907399973236988
verbal written communication skill,13.878635090399795
driving key control project,13.870140056022407
manager national tax,13.868929016189291
analyst ar management,13.868686868686869
operational risk indicator reporting,13.864877589453862
tax timely deposit,13.841802916482544
reputed recognized university specialized,13.833333333333332
ensuring training development activity,13.818834688346882
team member deliver quality output,13.81193563619193
costing banking treasury,13.768115942028986
essential responsibilities analyze transaction,13.764382676147381
relationship manager business development,13.750493658388395
capital spending review process,13.740831517792301
expand executive level relationship,13.731926198644466
weekly expense schedule,13.706959706959708
monthly account reconciliation,13.702025316455696
role audit manager,13.697190957190957
monthly quarterly yearly finalization,13.696078431372548
project accounting salary expected 10,13.682826747720366
written communication skill li,13.670301757066461
inexes wait times,13.666666666666668
technical functional leadership,13.642080745341616
accounting vendor settlement work,13.635921985815603
process high priority request,13.602759622367465
annual financial statement,13.597729789590254
good analytical skill preferably,13.597362618724558
desired knowledge skills include,13.58689428911535
education required graduate post graduate,13.581320450885668
correct potential file issue,13.580645161290322
order management support team,13.575251233563254
